GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0006544	BP	e	glycine metabolic process     	2/229	24/269428	0.000196	9	2	1	1	1	0.0122	TraesCS2A02G467900, TraesCS6B02G342400
GO:0006450	BP	e	regulation of translational fidelity	2/229	24/269428	0.000196	3	2	1	1	1	0.0122	TraesCS3D02G022400, TraesCS6D02G229600
GO:0046483	BP	e	heterocycle metabolic process 	16/229	6661/269428	0.000216	3	16	1	1	1	0.0134	TraesCS1A02G152600, TraesCS1B02G170100, TraesCS2A02G009300, TraesCS2A02G562400, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS3B02G574300, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G278200, TraesCS6B02G113200, TraesCS6D02G229600, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
GO:0017144	BP	e	drug metabolic process        	7/229	1419/269428	0.00024	3	7	1	1	1	0.0147	TraesCS1D02G096300, TraesCS2A02G467900, TraesCS2D02G571400, TraesCS4D02G259000, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS6B02G342400
GO:0019752	BP	e	carboxylic acid metabolic process	8/229	1898/269428	0.000252	5	8	1	1	1	0.0151	TraesCS1A02G353800, TraesCS1D02G042100, TraesCS2A02G467900, TraesCS2A02G562400, TraesCS3D02G022400, TraesCS5B02G102000, TraesCS6B02G342400, TraesCSU02G115400
GO:0043436	BP	e	oxoacid metabolic process     	8/229	1918/269428	0.00027	4	8	1	1	1	0.0159	TraesCS1A02G353800, TraesCS1D02G042100, TraesCS2A02G467900, TraesCS2A02G562400, TraesCS3D02G022400, TraesCS5B02G102000, TraesCS6B02G342400, TraesCSU02G115400
GO:0006725	BP	e	cellular aromatic compound metabolic process	16/229	6796/269428	0.00027	3	16	1	1	1	0.0159	TraesCS1A02G152600, TraesCS1B02G170100, TraesCS2A02G009300, TraesCS2A02G562400, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS3B02G574300, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G278200, TraesCS6B02G113200, TraesCS6D02G229600, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
GO:0006082	BP	e	organic acid metabolic process	8/229	1927/269428	0.000278	3	8	1	1	1	0.0163	TraesCS1A02G353800, TraesCS1D02G042100, TraesCS2A02G467900, TraesCS2A02G562400, TraesCS3D02G022400, TraesCS5B02G102000, TraesCS6B02G342400, TraesCSU02G115400
GO:0000413	BP	e	protein peptidyl-prolyl isomerization	3/229	146/269428	0.000281	9	3	1	1	1	0.0163	TraesCS3D02G004600, TraesCS6B02G189300, TraesCS6B02G404500
GO:0018208	BP	e	peptidyl-proline modification 	3/229	155/269428	0.000335	8	3	1	1	1	0.0187	TraesCS3D02G004600, TraesCS6B02G189300, TraesCS6B02G404500
GO:1901360	BP	e	organic cyclic compound metabolic process	16/229	6937/269428	0.000338	3	16	1	1	1	0.0187	TraesCS1A02G152600, TraesCS1B02G170100, TraesCS2A02G009300, TraesCS2A02G562400, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS3B02G574300, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G278200, TraesCS6B02G113200, TraesCS6D02G229600, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
GO:0044260	BP	e	cellular macromolecule metabolic process	25/229	13500/269428	0.00034	4	25	1	1	1	0.0187	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS2D02G571400, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS3D02G004600, TraesCS3D02G022400, TraesCS3D02G022600, TraesCS4B02G050200, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G366900, TraesCS5B02G531900, TraesCS5B02G535400, TraesCS6B02G189300, TraesCS6B02G404500, TraesCS7A02G523000, TraesCS7D02G032700, TraesCS7D02G419300, TraesCSU02G115400
GO:0048519	BP	e	negative regulation of biological process	6/229	1085/269428	0.000369	3	6	1	1	1	0.0195	TraesCS1A02G030000, TraesCS2A02G199300, TraesCS2D02G079600, TraesCS4A02G495800, TraesCS5A02G166100, TraesCS5D02G170700
GO:0031425	BP	e	chloroplast RNA processing    	2/229	34/269428	0.000396	8	2	1	1	1	0.0207	TraesCS2A02G009300, TraesCS2D02G010200
GO:0006012	BP	e	galactose metabolic process   	2/229	38/269428	0.000496	6	2	1	1	1	0.0253	TraesCS2A02G094500, TraesCS2B02G109700
GO:0042133	BP	e	neurotransmitter metabolic process	2/229	40/269428	0.000549	4	2	1	1	1	0.0265	TraesCS2A02G467900, TraesCS6B02G342400
GO:0001505	BP	e	regulation of neurotransmitter levels	2/229	40/269428	0.000549	3	2	1	1	1	0.0265	TraesCS2A02G467900, TraesCS6B02G342400
GO:0009657	BP	e	plastid organization          	3/229	206/269428	0.000766	4	3	1	1	1	0.0353	TraesCS1D02G200000, TraesCS2A02G563100, TraesCS2B02G623400
GO:0006139	BP	e	nucleobase-containing compound metabolic process	14/229	6054/269428	0.00077	4	14	1	1	1	0.0353	TraesCS1A02G152600, TraesCS1B02G170100, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G278200, TraesCS6B02G113200, TraesCS6D02G229600, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
GO:0009059	BP	e	macromolecule biosynthetic process	12/229	4723/269428	0.000821	4	12	1	1	1	0.0367	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS5B02G531900, TraesCS7D02G032700, TraesCSU02G115400
GO:2000241	BP	e	regulation of reproductive process	3/229	212/269428	0.000832	3	3	1	1	1	0.0367	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0009683	BP	e	indoleacetic acid metabolic process	1/229	1/269428	0.00085	7	1	1	1	1	0.0367	TraesCS2A02G562400
GO:0009684	BP	e	indoleacetic acid biosynthetic process	1/229	1/269428	0.00085	8	1	1	1	1	0.0367	TraesCS2A02G562400
GO:0016043	BP	e	cellular component organization	9/229	3041/269428	0.00131	2	9	1	1	1	0.0535	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS1D02G200000, TraesCS2A02G247300, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS5B02G232400, TraesCS5D02G452000, TraesCS7D02G419300
GO:0048583	BP	e	regulation of response to stimulus	4/229	551/269428	0.00134	3	4	1	1	1	0.0543	TraesCS2A02G199300, TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0048580	BP	e	regulation of post-embryonic development	3/229	262/269428	0.00153	5	3	1	1	1	0.0606	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0090304	BP	e	nucleic acid metabolic process	12/229	5113/269428	0.0016	5	12	1	1	1	0.0627	TraesCS1A02G152600, TraesCS1B02G170100, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS6D02G229600, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
GO:0043555	BP	e	regulation of translation in response to stress	1/229	2/269428	0.0017	8	1	1	1	1	0.0654	TraesCS1A02G030000
GO:0032055	BP	e	negative regulation of translation in response to stress	1/229	2/269428	0.0017	9	1	1	1	1	0.0654	TraesCS1A02G030000
GO:0090502	BP	e	RNA phosphodiester bond hydrolysis, endonucleolytic	2/229	71/269428	0.00172	8	2	1	1	1	0.0658	TraesCS1A02G152600, TraesCS1B02G170100
GO:0034645	BP	e	cellular macromolecule biosynthetic process	11/229	4489/269428	0.00178	5	11	1	1	1	0.0673	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3D02G022400, TraesCS4B02G286300, TraesCS5B02G531900, TraesCS7D02G032700, TraesCSU02G115400
GO:0044248	BP	e	cellular catabolic process    	7/229	2044/269428	0.002	3	7	1	1	1	0.0741	TraesCS1D02G096300, TraesCS2A02G467900, TraesCS2D02G571400, TraesCS3B02G039600, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS6B02G342400
GO:0071840	BP	e	cellular component organization or biogenesis	9/229	3245/269428	0.00203	1	9	1	1	1	0.0749	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS1D02G200000, TraesCS2A02G247300, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS5B02G232400, TraesCS5D02G452000, TraesCS7D02G419300
GO:0006520	BP	e	cellular amino acid metabolic process	5/229	1042/269428	0.00211	6	5	1	1	1	0.0775	TraesCS1A02G353800, TraesCS2A02G467900, TraesCS3D02G022400, TraesCS6B02G342400, TraesCSU02G115400
GO:0045893	BP	e	positive regulation of transcription, DNA-templated	3/229	312/269428	0.0025	10	3	1	1	1	0.0857	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0043686	BP	e	co-translational protein modification	1/229	3/269428	0.00255	7	1	1	1	1	0.0857	TraesCS3A02G204000
GO:1900866	BP	e	glycolate transport           	1/229	3/269428	0.00255	9	1	1	1	1	0.0857	TraesCS1D02G200000
GO:0061635	BP	e	regulation of protein complex stability	1/229	3/269428	0.00255	3	1	1	1	1	0.0857	TraesCS1B02G308500
GO:0010336	BP	e	gibberellic acid homeostasis  	1/229	3/269428	0.00255	7	1	1	1	1	0.0857	TraesCS7A02G206400
GO:1901975	BP	e	glycerate transmembrane transport	1/229	3/269428	0.00255	10	1	1	1	1	0.0857	TraesCS1D02G200000
GO:0097339	BP	e	glycolate transmembrane transport	1/229	3/269428	0.00255	10	1	1	1	1	0.0857	TraesCS1D02G200000
GO:1902680	BP	e	positive regulation of RNA biosynthetic process	3/229	320/269428	0.00269	8	3	1	1	1	0.0895	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	3/229	320/269428	0.00269	9	3	1	1	1	0.0895	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0051254	BP	e	positive regulation of RNA metabolic process	3/229	322/269428	0.00274	7	3	1	1	1	0.0902	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	3/229	330/269428	0.00293	6	3	1	1	1	0.0961	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:2000026	BP	e	regulation of multicellular organismal development	3/229	335/269428	0.00306	4	3	1	1	1	0.0997	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	3/229	341/269428	0.00321	6	3	1	1	1	0.104	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0009851	BP	e	auxin biosynthetic process    	1/229	4/269428	0.0034	6	1	1	1	1	0.107	TraesCS2A02G562400
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	3/229	350/269428	0.00346	6	3	1	1	1	0.109	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0009891	BP	e	positive regulation of biosynthetic process	3/229	354/269428	0.00357	5	3	1	1	1	0.112	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0051239	BP	e	regulation of multicellular organismal process	3/229	358/269428	0.00368	3	3	1	1	1	0.114	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0010628	BP	e	positive regulation of gene expression	3/229	362/269428	0.0038	6	3	1	1	1	0.117	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0070143	BP	e	mitochondrial alanyl-tRNA aminoacylation	1/229	5/269428	0.00424	12	1	1	1	1	0.128	TraesCSU02G115400
GO:0070127	BP	e	tRNA aminoacylation for mitochondrial protein translation	1/229	5/269428	0.00424	11	1	1	1	1	0.128	TraesCSU02G115400
GO:0090501	BP	e	RNA phosphodiester bond hydrolysis	2/229	114/269428	0.00435	7	2	1	1	1	0.13	TraesCS1A02G152600, TraesCS1B02G170100
GO:0016070	BP	e	RNA metabolic process         	10/229	4340/269428	0.00436	6	10	1	1	1	0.13	TraesCS1A02G152600, TraesCS1B02G170100, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS6D02G229600, TraesCS7D02G032700, TraesCSU02G115400
GO:0019464	BP	e	glycine decarboxylation via glycine cleavage system	1/229	6/269428	0.00509	11	1	1	1	1	0.146	TraesCS6B02G342400
GO:0070814	BP	e	hydrogen sulfide biosynthetic process	1/229	6/269428	0.00509	5	1	1	1	1	0.146	TraesCS4D02G259000
GO:0042873	BP	e	aldonate transmembrane transport	1/229	6/269428	0.00509	9	1	1	1	1	0.146	TraesCS1D02G200000
GO:0070813	BP	e	hydrogen sulfide metabolic process	1/229	6/269428	0.00509	4	1	1	1	1	0.146	TraesCS4D02G259000
GO:0072330	BP	e	monocarboxylic acid biosynthetic process	3/229	414/269428	0.00551	7	3	1	1	1	0.157	TraesCS1D02G042100, TraesCS2A02G562400, TraesCS5B02G102000
GO:0009056	BP	e	catabolic process             	7/229	2475/269428	0.00563	2	7	1	1	1	0.16	TraesCS1D02G096300, TraesCS2A02G467900, TraesCS2D02G571400, TraesCS3B02G039600, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS6B02G342400
GO:0009664	BP	e	plant-type cell wall organization	2/229	131/269428	0.0057	5	2	1	1	1	0.161	TraesCS1A02G300200, TraesCS1B02G310300
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	3/229	428/269428	0.00603	5	3	1	1	1	0.169	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:1901565	BP	e	organonitrogen compound catabolic process	3/229	428/269428	0.00603	4	3	1	1	1	0.169	TraesCS2A02G467900, TraesCS2D02G571400, TraesCS6B02G342400
GO:1901606	BP	e	alpha-amino acid catabolic process	2/229	137/269428	0.00621	8	2	1	1	1	0.174	TraesCS2A02G467900, TraesCS6B02G342400
GO:0050793	BP	e	regulation of developmental process	3/229	435/269428	0.00631	3	3	1	1	1	0.175	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0046394	BP	e	carboxylic acid biosynthetic process	4/229	867/269428	0.00672	6	4	1	1	1	0.185	TraesCS1A02G353800, TraesCS1D02G042100, TraesCS2A02G562400, TraesCS5B02G102000
GO:0016053	BP	e	organic acid biosynthetic process	4/229	867/269428	0.00672	4	4	1	1	1	0.185	TraesCS1A02G353800, TraesCS1D02G042100, TraesCS2A02G562400, TraesCS5B02G102000
GO:0055088	BP	e	lipid homeostasis             	1/229	8/269428	0.00678	5	1	1	1	1	0.186	TraesCS7A02G206400
GO:0010604	BP	e	positive regulation of macromolecule metabolic process	3/229	449/269428	0.00688	5	3	1	1	1	0.188	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0031325	BP	e	positive regulation of cellular metabolic process	3/229	452/269428	0.007	5	3	1	1	1	0.19	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0009063	BP	e	cellular amino acid catabolic process	2/229	146/269428	0.00702	7	2	1	1	1	0.19	TraesCS2A02G467900, TraesCS6B02G342400
GO:0034219	BP	e	carbohydrate transmembrane transport	1/229	9/269428	0.00762	6	1	1	1	1	0.2	TraesCS1D02G200000
GO:0009052	BP	e	pentose-phosphate shunt, non-oxidative branch	1/229	9/269428	0.00762	4	1	1	1	1	0.2	TraesCS6A02G063200
GO:0050789	BP	e	regulation of biological process	14/229	7701/269428	0.00795	2	14	1	1	1	0.206	TraesCS1A02G030000, TraesCS2A02G199300, TraesCS2A02G247300, TraesCS2D02G079600, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4A02G495800, TraesCS4B02G050200, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS6B02G045100, TraesCS6B02G197100, TraesCS7D02G032700, TraesCSU02G039800
GO:0009211	BP	e	pyrimidine deoxyribonucleoside triphosphate metabolic process	1/229	10/269428	0.00847	9	1	1	1	1	0.214	TraesCS4B02G278200
GO:0046080	BP	e	dUTP metabolic process        	1/229	10/269428	0.00847	11	1	1	1	1	0.214	TraesCS4B02G278200
GO:0018193	BP	e	peptidyl-amino acid modification	3/229	490/269428	0.00872	7	3	1	1	1	0.22	TraesCS3D02G004600, TraesCS6B02G189300, TraesCS6B02G404500
GO:0009893	BP	e	positive regulation of metabolic process	3/229	492/269428	0.00882	4	3	1	1	1	0.221	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0006399	BP	e	tRNA metabolic process        	3/229	493/269428	0.00886	8	3	1	1	1	0.222	TraesCS3D02G022400, TraesCS6D02G229600, TraesCSU02G115400
GO:2000142	BP	e	regulation of DNA-templated transcription, initiation	1/229	11/269428	0.00931	10	1	1	1	1	0.229	TraesCS4A02G315700
GO:0006996	BP	e	organelle organization        	4/229	965/269428	0.00968	3	4	1	1	1	0.237	TraesCS1D02G200000, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS5B02G232400
GO:0009404	BP	e	toxin metabolic process       	1/229	12/269428	0.0102	3	1	1	1	1	0.243	TraesCS4D02G259000
GO:0009403	BP	e	toxin biosynthetic process    	1/229	12/269428	0.0102	4	1	1	1	1	0.243	TraesCS4D02G259000
GO:0009850	BP	e	auxin metabolic process       	1/229	12/269428	0.0102	5	1	1	1	1	0.243	TraesCS2A02G562400
GO:0071669	BP	e	plant-type cell wall organization or biogenesis	2/229	180/269428	0.0105	3	2	1	1	1	0.251	TraesCS1A02G300200, TraesCS1B02G310300
GO:0009200	BP	e	deoxyribonucleoside triphosphate metabolic process	1/229	13/269428	0.011	8	1	1	1	1	0.26	TraesCS4B02G278200
GO:0055081	BP	e	anion homeostasis             	1/229	13/269428	0.011	6	1	1	1	1	0.26	TraesCS7A02G206400
GO:1900458	BP	e	negative regulation of brassinosteroid mediated signaling pathway	1/229	13/269428	0.011	7	1	1	1	1	0.26	TraesCS2A02G199300
GO:0006429	BP	e	leucyl-tRNA aminoacylation    	1/229	14/269428	0.0118	11	1	1	1	1	0.277	TraesCS3D02G022400
GO:0016054	BP	e	organic acid catabolic process	2/229	193/269428	0.012	4	2	1	1	1	0.279	TraesCS2A02G467900, TraesCS6B02G342400
GO:0046395	BP	e	carboxylic acid catabolic process	2/229	193/269428	0.012	6	2	1	1	1	0.279	TraesCS2A02G467900, TraesCS6B02G342400
GO:0071483	BP	e	cellular response to blue light	1/229	15/269428	0.0127	7	1	1	1	1	0.289	TraesCS4A02G315700
GO:0044272	BP	e	sulfur compound biosynthetic process	2/229	199/269428	0.0127	4	2	1	1	1	0.289	TraesCS1A02G353800, TraesCS4D02G259000
GO:1901605	BP	e	alpha-amino acid metabolic process	3/229	567/269428	0.0129	7	3	1	1	1	0.293	TraesCS1A02G353800, TraesCS2A02G467900, TraesCS6B02G342400
GO:0009394	BP	e	2'-deoxyribonucleotide metabolic process	1/229	16/269428	0.0135	9	1	1	1	1	0.303	TraesCS4B02G278200
GO:0019692	BP	e	deoxyribose phosphate metabolic process	1/229	16/269428	0.0135	5	1	1	1	1	0.303	TraesCS4B02G278200
GO:0009219	BP	e	pyrimidine deoxyribonucleotide metabolic process	1/229	16/269428	0.0135	10	1	1	1	1	0.303	TraesCS4B02G278200
GO:0000103	BP	e	sulfate assimilation          	1/229	16/269428	0.0135	4	1	1	1	1	0.303	TraesCS4D02G259000
GO:0090351	BP	e	seedling development          	1/229	17/269428	0.0144	3	1	1	1	1	0.318	TraesCS4A02G315700
GO:0010207	BP	e	photosystem II assembly       	1/229	18/269428	0.0152	6	1	1	1	1	0.33	TraesCS2A02G247300
GO:0042549	BP	e	photosystem II stabilization  	1/229	18/269428	0.0152	7	1	1	1	1	0.33	TraesCS2A02G247300
GO:0015850	BP	e	organic hydroxy compound transport	1/229	18/269428	0.0152	5	1	1	1	1	0.33	TraesCS1D02G200000
GO:0044283	BP	e	small molecule biosynthetic process	4/229	1111/269428	0.0155	3	4	1	1	1	0.334	TraesCS1A02G353800, TraesCS1D02G042100, TraesCS2A02G562400, TraesCS5B02G102000
GO:0098869	BP	e	cellular oxidant detoxification	3/229	608/269428	0.0155	3	3	1	1	1	0.334	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:1990748	BP	e	cellular detoxification       	3/229	611/269428	0.0157	2	3	1	1	1	0.335	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0098754	BP	e	detoxification                	3/229	611/269428	0.0157	1	3	1	1	1	0.335	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0048522	BP	e	positive regulation of cellular process	3/229	611/269428	0.0157	4	3	1	1	1	0.335	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0071555	BP	e	cell wall organization        	3/229	618/269428	0.0162	4	3	1	1	1	0.343	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS7D02G419300
GO:0019318	BP	e	hexose metabolic process      	2/229	228/269428	0.0164	5	2	1	1	1	0.347	TraesCS2A02G094500, TraesCS2B02G109700
GO:0006855	BP	e	drug transmembrane transport  	2/229	230/269428	0.0167	5	2	1	1	1	0.35	TraesCS1D02G200000, TraesCS7D02G130800
GO:0048579	BP	e	negative regulation of long-day photoperiodism, flowering	1/229	20/269428	0.0169	8	1	1	1	1	0.352	TraesCS2D02G079600
GO:0051186	BP	e	cofactor metabolic process    	4/229	1141/269428	0.0169	3	4	1	1	1	0.352	TraesCS1D02G096300, TraesCS3B02G574300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0006418	BP	e	tRNA aminoacylation for protein translation	2/229	232/269428	0.017	10	2	1	1	1	0.352	TraesCS3D02G022400, TraesCSU02G115400
GO:0042743	BP	e	hydrogen peroxide metabolic process	3/229	632/269428	0.0172	5	3	1	1	1	0.352	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0042744	BP	e	hydrogen peroxide catabolic process	3/229	632/269428	0.0172	6	3	1	1	1	0.352	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0017001	BP	e	antibiotic catabolic process  	3/229	641/269428	0.0178	5	3	1	1	1	0.363	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0043039	BP	e	tRNA aminoacylation           	2/229	243/269428	0.0185	9	2	1	1	1	0.373	TraesCS3D02G022400, TraesCSU02G115400
GO:0043038	BP	e	amino acid activation         	2/229	243/269428	0.0185	7	2	1	1	1	0.373	TraesCS3D02G022400, TraesCSU02G115400
GO:0009262	BP	e	deoxyribonucleotide metabolic process	1/229	22/269428	0.0185	8	1	1	1	1	0.373	TraesCS4B02G278200
GO:0015893	BP	e	drug transport                	2/229	246/269428	0.0189	4	2	1	1	1	0.38	TraesCS1D02G200000, TraesCS7D02G130800
GO:0016999	BP	e	antibiotic metabolic process  	3/229	657/269428	0.019	4	3	1	1	1	0.38	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0044282	BP	e	small molecule catabolic process	2/229	248/269428	0.0192	3	2	1	1	1	0.382	TraesCS2A02G467900, TraesCS6B02G342400
GO:0045229	BP	e	external encapsulating structure organization	3/229	660/269428	0.0192	3	3	1	1	1	0.382	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS7D02G419300
GO:0006419	BP	e	alanyl-tRNA aminoacylation    	1/229	23/269428	0.0194	11	1	1	1	1	0.382	TraesCSU02G115400
GO:0051187	BP	e	cofactor catabolic process    	3/229	676/269428	0.0205	4	3	1	1	1	0.398	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0072593	BP	e	reactive oxygen species metabolic process	3/229	681/269428	0.0208	3	3	1	1	1	0.405	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
GO:0009773	BP	e	photosynthetic electron transport in photosystem I	1/229	25/269428	0.021	6	1	1	1	1	0.406	TraesCS7A02G108600
GO:1900457	BP	e	regulation of brassinosteroid mediated signaling pathway	1/229	25/269428	0.021	6	1	1	1	1	0.406	TraesCS2A02G199300
GO:0034660	BP	e	ncRNA metabolic process       	3/229	693/269428	0.0218	7	3	1	1	1	0.414	TraesCS3D02G022400, TraesCS6D02G229600, TraesCSU02G115400
GO:0042548	BP	e	regulation of photosynthesis, light reaction	1/229	26/269428	0.0219	6	1	1	1	1	0.414	TraesCS2A02G247300
GO:0005996	BP	e	monosaccharide metabolic process	2/229	267/269428	0.022	4	2	1	1	1	0.416	TraesCS2A02G094500, TraesCS2B02G109700
GO:0005975	BP	e	carbohydrate metabolic process	6/229	2557/269428	0.023	3	6	1	1	1	0.432	TraesCS1D02G312800, TraesCS2A02G094500, TraesCS2B02G109700, TraesCS2D02G571400, TraesCS3B02G530000, TraesCS7D02G419300
GO:0009739	BP	e	response to gibberellin       	1/229	28/269428	0.0235	5	1	1	1	1	0.439	TraesCS7D02G032700
GO:0044036	BP	e	cell wall macromolecule metabolic process	2/229	278/269428	0.0238	5	2	1	1	1	0.442	TraesCS2D02G571400, TraesCS7D02G419300
GO:0043467	BP	e	regulation of generation of precursor metabolites and energy	1/229	29/269428	0.0244	5	1	1	1	1	0.451	TraesCS2A02G247300
GO:0032787	BP	e	monocarboxylic acid metabolic process	3/229	747/269428	0.0264	6	3	1	1	1	0.484	TraesCS1D02G042100, TraesCS2A02G562400, TraesCS5B02G102000
GO:0071554	BP	e	cell wall organization or biogenesis	3/229	748/269428	0.0265	2	3	1	1	1	0.484	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS7D02G419300
GO:0000160	BP	e	phosphorelay signal transduction system	2/229	308/269428	0.0287	6	2	1	1	1	0.519	TraesCS2D02G079600, TraesCS4B02G050200
GO:0009853	BP	e	photorespiration              	1/229	35/269428	0.0293	4	1	1	1	1	0.525	TraesCS1D02G200000
GO:0046940	BP	e	nucleoside monophosphate phosphorylation	1/229	35/269428	0.0293	9	1	1	1	1	0.525	TraesCS6B02G113200
GO:1903825	BP	e	organic acid transmembrane transport	1/229	36/269428	0.0301	6	1	1	1	1	0.532	TraesCS1D02G200000
GO:1905039	BP	e	carboxylic acid transmembrane transport	1/229	36/269428	0.0301	8	1	1	1	1	0.532	TraesCS1D02G200000
GO:0006508	BP	e	proteolysis                   	6/229	2729/269428	0.0302	5	6	1	1	1	0.532	TraesCS1A02G086100, TraesCS2D02G525700, TraesCS3D02G008600, TraesCS6B02G278200, TraesCS6B02G389200, TraesCS7D02G548400
GO:0006633	BP	e	fatty acid biosynthetic process	2/229	317/269428	0.0302	8	2	1	1	1	0.532	TraesCS1D02G042100, TraesCS5B02G102000
GO:0071482	BP	e	cellular response to light stimulus	1/229	37/269428	0.031	6	1	1	1	1	0.544	TraesCS4A02G315700
GO:0048518	BP	e	positive regulation of biological process	3/229	801/269428	0.0316	3	3	1	1	1	0.551	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
GO:0006308	BP	e	DNA catabolic process         	1/229	38/269428	0.0318	7	1	1	1	1	0.551	TraesCS3B02G039600
GO:0010109	BP	e	regulation of photosynthesis  	1/229	38/269428	0.0318	5	1	1	1	1	0.551	TraesCS2A02G247300
