GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0043038	BP	e	amino acid activation         	3/180	243/269428	0.000616	7	3	1	1	1	0.0324	TraesCS1B02G233200, TraesCS3D02G022200, TraesCS5B02G042800
GO:0043039	BP	e	tRNA aminoacylation           	3/180	243/269428	0.000616	9	3	1	1	1	0.0324	TraesCS1B02G233200, TraesCS3D02G022200, TraesCS5B02G042800
GO:0065007	BP	e	biological regulation         	15/180	8484/269428	0.000632	1	15	1	1	1	0.033	TraesCS1B02G233200, TraesCS1B02G276500, TraesCS2A02G101400, TraesCS2A02G569300, TraesCS2D02G493600, TraesCS3A02G056000, TraesCS3A02G313200, TraesCS3A02G339600, TraesCS3A02G537600, TraesCS4A02G130300, TraesCS4A02G187300, TraesCS4B02G062500, TraesCS5A02G533500, TraesCS5B02G042800, TraesCS7A02G536900
GO:0044282	BP	e	small molecule catabolic process	3/180	248/269428	0.000653	3	3	1	1	1	0.0338	TraesCS5A02G375000, TraesCS5B02G376900, TraesCS7B02G044200
GO:0051704	BP	e	multi-organism process        	4/180	601/269428	0.00076	1	4	1	1	1	0.0385	TraesCS3A02G537600, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0044260	BP	e	cellular macromolecule metabolic process	20/180	13500/269428	0.000857	4	20	1	1	1	0.043	TraesCS1A02G433500, TraesCS1B02G233200, TraesCS2A02G101400, TraesCS2D02G571100, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3B02G039700, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS5B02G042800, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G347800, TraesCS7A02G427100, TraesCS7B02G333700
GO:0044283	BP	e	small molecule biosynthetic process	5/180	1111/269428	0.000971	3	5	1	1	1	0.048	TraesCS1D02G141800, TraesCS2D02G493600, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G376900
GO:0006468	BP	e	protein phosphorylation       	11/180	5320/269428	0.00099	7	11	1	1	1	0.0486	TraesCS1A02G433500, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7B02G333700
GO:0006563	BP	e	L-serine metabolic process    	2/180	69/269428	0.00101	9	2	1	1	1	0.0492	TraesCS2D02G493600, TraesCS4D02G263500
GO:0009070	BP	e	serine family amino acid biosynthetic process	2/180	70/269428	0.00104	9	2	1	1	1	0.0499	TraesCS2D02G493600, TraesCS4D02G263500
GO:0034641	BP	e	cellular nitrogen compound metabolic process	14/180	8018/269428	0.00108	3	14	1	1	1	0.0509	TraesCS1B02G233200, TraesCS2A02G101400, TraesCS2D02G493600, TraesCS2D02G572300, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3B02G039700, TraesCS3D02G022200, TraesCS3D02G192800, TraesCS3D02G493700, TraesCS4B02G311100, TraesCS5B02G042800, TraesCS7A02G442500, TraesCS7D02G073400
GO:0044267	BP	e	cellular protein metabolic process	15/180	8989/269428	0.00113	5	15	1	1	1	0.0528	TraesCS1A02G433500, TraesCS1B02G233200, TraesCS2D02G571100, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS5B02G042800, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G347800, TraesCS7B02G333700
GO:0051640	BP	e	organelle localization        	2/180	78/269428	0.00129	3	2	1	1	1	0.0596	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006810	BP	e	transport                     	11/180	5558/269428	0.0014	3	11	1	1	1	0.0638	TraesCS2D02G572700, TraesCS3D02G356300, TraesCS4A02G130300, TraesCS4D02G026800, TraesCS5B02G145900, TraesCS5B02G197300, TraesCS6B02G128000, TraesCS7A02G118900, TraesCS7A02G345500, TraesCS7D02G114200, TraesCS7D02G449400
GO:0051234	BP	e	establishment of localization 	11/180	5577/269428	0.00144	2	11	1	1	1	0.0651	TraesCS2D02G572700, TraesCS3D02G356300, TraesCS4A02G130300, TraesCS4D02G026800, TraesCS5B02G145900, TraesCS5B02G197300, TraesCS6B02G128000, TraesCS7A02G118900, TraesCS7A02G345500, TraesCS7D02G114200, TraesCS7D02G449400
GO:0006950	BP	e	response to stress            	8/180	3190/269428	0.00149	2	8	1	1	1	0.0668	TraesCS2D02G525900, TraesCS3A02G510100, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900, TraesCS6D02G048300, TraesCS7B02G446900
GO:0098542	BP	e	defense response to other organism	3/180	336/269428	0.00156	5	3	1	1	1	0.0696	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0009069	BP	e	serine family amino acid metabolic process	2/180	87/269428	0.0016	8	2	1	1	1	0.0709	TraesCS2D02G493600, TraesCS4D02G263500
GO:0051851	BP	e	modification by host of symbiont morphology or physiology	1/180	3/269428	0.002	5	1	1	1	1	0.0809	TraesCS3A02G537600
GO:0051702	BP	e	interaction with symbiont     	1/180	3/269428	0.002	3	1	1	1	1	0.0809	TraesCS3A02G537600
GO:0044788	BP	e	modulation by host of viral process	1/180	3/269428	0.002	6	1	1	1	1	0.0809	TraesCS3A02G537600
GO:0050792	BP	e	regulation of viral process   	1/180	3/269428	0.002	5	1	1	1	1	0.0809	TraesCS3A02G537600
GO:0071486	BP	e	cellular response to high light intensity	1/180	3/269428	0.002	8	1	1	1	1	0.0809	TraesCS2D02G525900
GO:0048524	BP	e	positive regulation of viral process	1/180	3/269428	0.002	6	1	1	1	1	0.0809	TraesCS3A02G537600
GO:0070141	BP	e	response to UV-A              	1/180	3/269428	0.002	6	1	1	1	1	0.0809	TraesCS2D02G525900
GO:0043903	BP	e	regulation of symbiosis, encompassing mutualism through parasitism	1/180	3/269428	0.002	4	1	1	1	1	0.0809	TraesCS3A02G537600
GO:0071492	BP	e	cellular response to UV-A     	1/180	3/269428	0.002	8	1	1	1	1	0.0809	TraesCS2D02G525900
GO:0044794	BP	e	positive regulation by host of viral process	1/180	3/269428	0.002	7	1	1	1	1	0.0809	TraesCS3A02G537600
GO:0006575	BP	e	cellular modified amino acid metabolic process	2/180	109/269428	0.00249	4	2	1	1	1	0.1	TraesCS2D02G493600, TraesCS7A02G442500
GO:0051707	BP	e	response to other organism    	3/180	400/269428	0.00256	4	3	1	1	1	0.102	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0043207	BP	e	response to external biotic stimulus	3/180	406/269428	0.00267	3	3	1	1	1	0.106	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0044248	BP	e	cellular catabolic process    	6/180	2044/269428	0.00269	3	6	1	1	1	0.106	TraesCS3B02G039700, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900, TraesCS6D02G048300, TraesCS7B02G044200
GO:0006979	BP	e	response to oxidative stress  	4/180	886/269428	0.00311	3	4	1	1	1	0.12	TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900, TraesCS6D02G048300
GO:0009408	BP	e	response to heat              	2/180	126/269428	0.00331	4	2	1	1	1	0.123	TraesCS5A02G375000, TraesCS5B02G376900
GO:0044205	BP	e	'de novo' UMP biosynthetic process	1/180	5/269428	0.00334	12	1	1	1	1	0.123	TraesCS3D02G493700
GO:0010035	BP	e	response to inorganic substance	3/180	440/269428	0.00334	3	3	1	1	1	0.123	TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900
GO:0043648	BP	e	dicarboxylic acid metabolic process	2/180	127/269428	0.00336	6	2	1	1	1	0.123	TraesCS5A02G375000, TraesCS5B02G376900
GO:1901606	BP	e	alpha-amino acid catabolic process	2/180	137/269428	0.0039	8	2	1	1	1	0.137	TraesCS5A02G375000, TraesCS5B02G376900
GO:0071484	BP	e	cellular response to light intensity	1/180	6/269428	0.004	7	1	1	1	1	0.137	TraesCS2D02G525900
GO:0034975	BP	e	protein folding in endoplasmic reticulum	1/180	6/269428	0.004	3	1	1	1	1	0.137	TraesCS6B02G058300
GO:0001101	BP	e	response to acid chemical     	3/180	476/269428	0.00416	3	3	1	1	1	0.141	TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900
GO:0009063	BP	e	cellular amino acid catabolic process	2/180	146/269428	0.00441	7	2	1	1	1	0.148	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006399	BP	e	tRNA metabolic process        	3/180	493/269428	0.00458	8	3	1	1	1	0.153	TraesCS1B02G233200, TraesCS3D02G022200, TraesCS5B02G042800
GO:0009607	BP	e	response to biotic stimulus   	3/180	494/269428	0.00461	2	3	1	1	1	0.153	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0006464	BP	e	cellular protein modification process	12/180	7545/269428	0.00508	6	12	1	1	1	0.166	TraesCS1A02G433500, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G347800, TraesCS7B02G333700
GO:0036211	BP	e	protein modification process  	12/180	7545/269428	0.00508	5	12	1	1	1	0.166	TraesCS1A02G433500, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G347800, TraesCS7B02G333700
GO:0043603	BP	e	cellular amide metabolic process	5/180	1650/269428	0.00528	4	5	1	1	1	0.171	TraesCS1B02G233200, TraesCS2D02G493600, TraesCS2D02G572300, TraesCS5B02G042800, TraesCS7A02G442500
GO:1901362	BP	e	organic cyclic compound biosynthetic process	8/180	3964/269428	0.00551	4	8	1	1	1	0.175	TraesCS2A02G101400, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3D02G493700, TraesCS5A02G375000, TraesCS5B02G376900, TraesCS5D02G540800, TraesCS6A02G173700
GO:0005986	BP	e	sucrose biosynthetic process  	1/180	9/269428	0.006	7	1	1	1	1	0.188	TraesCS1B02G107600
GO:0034644	BP	e	cellular response to UV       	1/180	9/269428	0.006	7	1	1	1	1	0.188	TraesCS2D02G525900
GO:0009414	BP	e	response to water deprivation 	2/180	174/269428	0.0062	5	2	1	1	1	0.192	TraesCS5A02G375000, TraesCS5B02G376900
GO:0055085	BP	e	transmembrane transport       	7/180	3247/269428	0.00654	4	7	1	1	1	0.2	TraesCS3D02G356300, TraesCS4D02G026800, TraesCS5B02G197300, TraesCS6B02G128000, TraesCS7A02G118900, TraesCS7D02G114200, TraesCS7D02G449400
GO:0006878	BP	e	cellular copper ion homeostasis	1/180	11/269428	0.00732	10	1	1	1	1	0.219	TraesCS3A02G313200
GO:0009605	BP	e	response to external stimulus 	3/180	585/269428	0.00733	2	3	1	1	1	0.219	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0051186	BP	e	cofactor metabolic process    	4/180	1141/269428	0.00752	3	4	1	1	1	0.223	TraesCS2D02G493600, TraesCS4B02G311100, TraesCS6D02G048300, TraesCS7A02G442500
GO:1901700	BP	e	response to oxygen-containing compound	3/180	591/269428	0.00753	3	3	1	1	1	0.223	TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900
GO:0009737	BP	e	response to abscisic acid     	2/180	195/269428	0.00771	5	2	1	1	1	0.224	TraesCS5A02G375000, TraesCS5B02G376900
GO:0097305	BP	e	response to alcohol           	2/180	198/269428	0.00794	4	2	1	1	1	0.224	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006139	BP	e	nucleobase-containing compound metabolic process	10/180	6054/269428	0.00795	4	10	1	1	1	0.224	TraesCS1B02G233200, TraesCS2A02G101400, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3B02G039700, TraesCS3D02G022200, TraesCS3D02G192800, TraesCS3D02G493700, TraesCS5B02G042800, TraesCS7D02G073400
GO:0010154	BP	e	fruit development             	1/180	12/269428	0.00799	4	1	1	1	1	0.224	TraesCS4B02G311100
GO:0006545	BP	e	glycine biosynthetic process  	1/180	12/269428	0.00799	10	1	1	1	1	0.224	TraesCS2D02G493600
GO:0034204	BP	e	lipid translocation           	1/180	12/269428	0.00799	6	1	1	1	1	0.224	TraesCS4A02G130300
GO:0019264	BP	e	glycine biosynthetic process from serine	1/180	12/269428	0.00799	11	1	1	1	1	0.224	TraesCS2D02G493600
GO:0045332	BP	e	phospholipid translocation    	1/180	12/269428	0.00799	8	1	1	1	1	0.224	TraesCS4A02G130300
GO:0006750	BP	e	glutathione biosynthetic process	1/180	12/269428	0.00799	8	1	1	1	1	0.224	TraesCS7A02G442500
GO:0044272	BP	e	sulfur compound biosynthetic process	2/180	199/269428	0.00802	4	2	1	1	1	0.224	TraesCS4D02G263500, TraesCS7A02G442500
GO:0050896	BP	e	response to stimulus          	8/180	4242/269428	0.00812	1	8	1	1	1	0.225	TraesCS2D02G525900, TraesCS3A02G510100, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900, TraesCS6D02G048300, TraesCS7B02G446900
GO:0006952	BP	e	defense response              	3/180	612/269428	0.00828	3	3	1	1	1	0.228	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0044270	BP	e	cellular nitrogen compound catabolic process	2/180	204/269428	0.00841	4	2	1	1	1	0.23	TraesCS3B02G039700, TraesCS4B02G311100
GO:0046700	BP	e	heterocycle catabolic process 	2/180	205/269428	0.00849	4	2	1	1	1	0.23	TraesCS3B02G039700, TraesCS4B02G311100
GO:0009809	BP	e	lignin biosynthetic process   	1/180	13/269428	0.00865	6	1	1	1	1	0.23	TraesCS6A02G173700
GO:0009173	BP	e	pyrimidine ribonucleoside monophosphate metabolic process	1/180	13/269428	0.00865	9	1	1	1	1	0.23	TraesCS3D02G493700
GO:0046049	BP	e	UMP metabolic process         	1/180	13/269428	0.00865	10	1	1	1	1	0.23	TraesCS3D02G493700
GO:0006222	BP	e	UMP biosynthetic process      	1/180	13/269428	0.00865	11	1	1	1	1	0.23	TraesCS3D02G493700
GO:0009174	BP	e	pyrimidine ribonucleoside monophosphate biosynthetic process	1/180	13/269428	0.00865	10	1	1	1	1	0.23	TraesCS3D02G493700
GO:0019184	BP	e	nonribosomal peptide biosynthetic process	1/180	14/269428	0.00931	7	1	1	1	1	0.244	TraesCS7A02G442500
GO:0006542	BP	e	glutamine biosynthetic process	1/180	15/269428	0.00997	10	1	1	1	1	0.252	TraesCS1D02G141800
GO:0035999	BP	e	tetrahydrofolate interconversion	1/180	15/269428	0.00997	8	1	1	1	1	0.252	TraesCS2D02G493600
GO:0051817	BP	e	modification of morphology or physiology of other organism involved in symbiotic interaction	1/180	15/269428	0.00997	4	1	1	1	1	0.252	TraesCS3A02G537600
GO:0032544	BP	e	plastid translation           	1/180	15/269428	0.00997	8	1	1	1	1	0.252	TraesCS2D02G572300
GO:0097035	BP	e	regulation of membrane lipid distribution	1/180	15/269428	0.00997	4	1	1	1	1	0.252	TraesCS4A02G130300
GO:0016311	BP	e	dephosphorylation             	3/180	657/269428	0.01	5	3	1	1	1	0.253	TraesCS1B02G107600, TraesCS3D02G312000, TraesCS7A02G040400
GO:0009415	BP	e	response to water             	2/180	228/269428	0.0104	4	2	1	1	1	0.261	TraesCS5A02G375000, TraesCS5B02G376900
GO:0009129	BP	e	pyrimidine nucleoside monophosphate metabolic process	1/180	16/269428	0.0106	8	1	1	1	1	0.265	TraesCS3D02G493700
GO:0009130	BP	e	pyrimidine nucleoside monophosphate biosynthetic process	1/180	16/269428	0.0106	9	1	1	1	1	0.265	TraesCS3D02G493700
GO:0033993	BP	e	response to lipid             	2/180	238/269428	0.0113	4	2	1	1	1	0.276	TraesCS5A02G375000, TraesCS5B02G376900
GO:0035821	BP	e	modification of morphology or physiology of other organism	1/180	17/269428	0.0113	3	1	1	1	1	0.276	TraesCS3A02G537600
GO:0034660	BP	e	ncRNA metabolic process       	3/180	693/269428	0.0116	7	3	1	1	1	0.282	TraesCS1B02G233200, TraesCS3D02G022200, TraesCS5B02G042800
GO:0009651	BP	e	response to salt stress       	2/180	245/269428	0.0119	4	2	1	1	1	0.289	TraesCS5A02G375000, TraesCS5B02G376900
GO:0043412	BP	e	macromolecule modification    	12/180	7971/269428	0.0122	4	12	1	1	1	0.294	TraesCS1A02G433500, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G347800, TraesCS7B02G333700
GO:0033015	BP	e	tetrapyrrole catabolic process	1/180	20/269428	0.0133	5	1	1	1	1	0.31	TraesCS4B02G311100
GO:0006787	BP	e	porphyrin-containing compound catabolic process	1/180	20/269428	0.0133	6	1	1	1	1	0.31	TraesCS4B02G311100
GO:0046149	BP	e	pigment catabolic process     	1/180	20/269428	0.0133	3	1	1	1	1	0.31	TraesCS4B02G311100
GO:0015996	BP	e	chlorophyll catabolic process 	1/180	20/269428	0.0133	7	1	1	1	1	0.31	TraesCS4B02G311100
GO:0019673	BP	e	GDP-mannose metabolic process 	1/180	20/269428	0.0133	7	1	1	1	1	0.31	TraesCS7D02G073400
GO:0046916	BP	e	cellular transition metal ion homeostasis	1/180	20/269428	0.0133	9	1	1	1	1	0.31	TraesCS3A02G313200
GO:0030001	BP	e	metal ion transport           	3/180	733/269428	0.0134	6	3	1	1	1	0.312	TraesCS5B02G197300, TraesCS6B02G128000, TraesCS7A02G345500
GO:0009611	BP	e	response to wounding          	2/180	266/269428	0.0139	3	2	1	1	1	0.322	TraesCS2D02G525900, TraesCS5B02G145900
GO:0043043	BP	e	peptide biosynthetic process  	4/180	1407/269428	0.0152	6	4	1	1	1	0.345	TraesCS1B02G233200, TraesCS2D02G572300, TraesCS5B02G042800, TraesCS7A02G442500
GO:0006419	BP	e	alanyl-tRNA aminoacylation    	1/180	23/269428	0.0153	11	1	1	1	1	0.345	TraesCS3D02G022200
GO:0055070	BP	e	copper ion homeostasis        	1/180	23/269428	0.0153	9	1	1	1	1	0.345	TraesCS3A02G313200
GO:0017144	BP	e	drug metabolic process        	4/180	1419/269428	0.0156	3	4	1	1	1	0.352	TraesCS2D02G493600, TraesCS5A02G375000, TraesCS5B02G376900, TraesCS6D02G048300
GO:0006544	BP	e	glycine metabolic process     	1/180	24/269428	0.0159	9	1	1	1	1	0.356	TraesCS2D02G493600
GO:0009725	BP	e	response to hormone           	3/180	790/269428	0.0164	4	3	1	1	1	0.364	TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900
GO:0009719	BP	e	response to endogenous stimulus	3/180	792/269428	0.0165	2	3	1	1	1	0.365	TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900
GO:0042136	BP	e	neurotransmitter biosynthetic process	1/180	25/269428	0.0166	5	1	1	1	1	0.366	TraesCS2D02G493600
GO:0006970	BP	e	response to osmotic stress    	2/180	292/269428	0.0166	3	2	1	1	1	0.366	TraesCS5A02G375000, TraesCS5B02G376900
GO:0042542	BP	e	response to hydrogen peroxide 	1/180	26/269428	0.0172	5	1	1	1	1	0.376	TraesCS5B02G145900
GO:0006207	BP	e	'de novo' pyrimidine nucleobase biosynthetic process	1/180	26/269428	0.0172	9	1	1	1	1	0.376	TraesCS3D02G493700
GO:0006518	BP	e	peptide metabolic process     	4/180	1466/269428	0.0174	5	4	1	1	1	0.377	TraesCS1B02G233200, TraesCS2D02G572300, TraesCS5B02G042800, TraesCS7A02G442500
GO:0006869	BP	e	lipid transport               	2/180	301/269428	0.0176	5	2	1	1	1	0.38	TraesCS4A02G130300, TraesCS5B02G145900
GO:0046653	BP	e	tetrahydrofolate metabolic process	1/180	27/269428	0.0179	7	1	1	1	1	0.38	TraesCS2D02G493600
GO:0055086	BP	e	nucleobase-containing small molecule metabolic process	3/180	831/269428	0.0187	5	3	1	1	1	0.393	TraesCS3D02G192800, TraesCS3D02G493700, TraesCS7D02G073400
GO:0043604	BP	e	amide biosynthetic process    	4/180	1500/269428	0.0187	5	4	1	1	1	0.393	TraesCS1B02G233200, TraesCS2D02G572300, TraesCS5B02G042800, TraesCS7A02G442500
GO:0009266	BP	e	response to temperature stimulus	2/180	312/269428	0.0188	3	2	1	1	1	0.394	TraesCS5A02G375000, TraesCS5B02G376900
GO:0019856	BP	e	pyrimidine nucleobase biosynthetic process	1/180	31/269428	0.0205	8	1	1	1	1	0.421	TraesCS3D02G493700
GO:0006635	BP	e	fatty acid beta-oxidation     	1/180	32/269428	0.0212	9	1	1	1	1	0.428	TraesCS7B02G044200
GO:0009062	BP	e	fatty acid catabolic process  	1/180	32/269428	0.0212	8	1	1	1	1	0.428	TraesCS7B02G044200
GO:0019395	BP	e	fatty acid oxidation          	1/180	32/269428	0.0212	8	1	1	1	1	0.428	TraesCS7B02G044200
GO:0034440	BP	e	lipid oxidation               	1/180	32/269428	0.0212	6	1	1	1	1	0.428	TraesCS7B02G044200
GO:0015914	BP	e	phospholipid transport        	1/180	33/269428	0.0218	7	1	1	1	1	0.437	TraesCS4A02G130300
GO:0019439	BP	e	aromatic compound catabolic process	2/180	340/269428	0.0221	4	2	1	1	1	0.44	TraesCS3B02G039700, TraesCS4B02G311100
GO:0051641	BP	e	cellular localization         	3/180	890/269428	0.0223	2	3	1	1	1	0.444	TraesCS2D02G572700, TraesCS5A02G375000, TraesCS5B02G376900
GO:0008219	BP	e	cell death                    	1/180	34/269428	0.0225	2	1	1	1	1	0.444	TraesCS4B02G311100
GO:0006206	BP	e	pyrimidine nucleobase metabolic process	1/180	34/269428	0.0225	7	1	1	1	1	0.444	TraesCS3D02G493700
GO:0006790	BP	e	sulfur compound metabolic process	2/180	348/269428	0.023	3	2	1	1	1	0.454	TraesCS4D02G263500, TraesCS7A02G442500
GO:0009636	BP	e	response to toxic substance   	1/180	35/269428	0.0231	3	1	1	1	1	0.454	TraesCS5B02G145900
GO:0010033	BP	e	response to organic substance 	3/180	905/269428	0.0233	3	3	1	1	1	0.455	TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900
GO:0044271	BP	e	cellular nitrogen compound biosynthetic process	8/180	5153/269428	0.0233	4	8	1	1	1	0.455	TraesCS1B02G233200, TraesCS2A02G101400, TraesCS2D02G572300, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3D02G493700, TraesCS5B02G042800, TraesCS7A02G442500
GO:1901361	BP	e	organic cyclic compound catabolic process	2/180	352/269428	0.0235	4	2	1	1	1	0.458	TraesCS3B02G039700, TraesCS4B02G311100
GO:0071482	BP	e	cellular response to light stimulus	1/180	37/269428	0.0244	6	1	1	1	1	0.467	TraesCS2D02G525900
GO:0006749	BP	e	glutathione metabolic process 	1/180	38/269428	0.0251	6	1	1	1	1	0.474	TraesCS7A02G442500
GO:0006730	BP	e	one-carbon metabolic process  	1/180	38/269428	0.0251	3	1	1	1	1	0.474	TraesCS2D02G493600
GO:0006308	BP	e	DNA catabolic process         	1/180	38/269428	0.0251	7	1	1	1	1	0.474	TraesCS3B02G039700
GO:0006535	BP	e	cysteine biosynthetic process from serine	1/180	38/269428	0.0251	11	1	1	1	1	0.474	TraesCS4D02G263500
GO:0006811	BP	e	ion transport                 	4/180	1653/269428	0.0256	4	4	1	1	1	0.482	TraesCS4A02G130300, TraesCS5B02G197300, TraesCS6B02G128000, TraesCS7A02G345500
GO:0009644	BP	e	response to high light intensity	1/180	40/269428	0.0264	6	1	1	1	1	0.493	TraesCS2D02G525900
GO:0042133	BP	e	neurotransmitter metabolic process	1/180	40/269428	0.0264	4	1	1	1	1	0.493	TraesCS2D02G493600
GO:0001505	BP	e	regulation of neurotransmitter levels	1/180	40/269428	0.0264	3	1	1	1	1	0.493	TraesCS2D02G493600
GO:0019344	BP	e	cysteine biosynthetic process 	1/180	42/269428	0.0277	10	1	1	1	1	0.514	TraesCS4D02G263500
GO:0009733	BP	e	response to auxin             	2/180	389/269428	0.0283	5	2	1	1	1	0.52	TraesCS5A02G375000, TraesCS5B02G376900
GO:0009218	BP	e	pyrimidine ribonucleotide metabolic process	1/180	43/269428	0.0283	9	1	1	1	1	0.52	TraesCS3D02G493700
GO:0009220	BP	e	pyrimidine ribonucleotide biosynthetic process	1/180	43/269428	0.0283	10	1	1	1	1	0.52	TraesCS3D02G493700
GO:0006534	BP	e	cysteine metabolic process    	1/180	44/269428	0.029	9	1	1	1	1	0.53	TraesCS4D02G263500
GO:1901135	BP	e	carbohydrate derivative metabolic process	3/180	999/269428	0.03	3	3	1	1	1	0.544	TraesCS3D02G192800, TraesCS3D02G493700, TraesCS7D02G073400
GO:0071478	BP	e	cellular response to radiation	1/180	46/269428	0.0303	5	1	1	1	1	0.548	TraesCS2D02G525900
GO:0072329	BP	e	monocarboxylic acid catabolic process	1/180	47/269428	0.0309	7	1	1	1	1	0.557	TraesCS7B02G044200
GO:0006760	BP	e	folic acid-containing compound metabolic process	1/180	47/269428	0.0309	6	1	1	1	1	0.557	TraesCS2D02G493600
GO:0055076	BP	e	transition metal ion homeostasis	1/180	48/269428	0.0316	8	1	1	1	1	0.562	TraesCS3A02G313200
GO:0009225	BP	e	nucleotide-sugar metabolic process	1/180	48/269428	0.0316	6	1	1	1	1	0.562	TraesCS7D02G073400
GO:0009751	BP	e	response to salicylic acid    	1/180	49/269428	0.0322	5	1	1	1	1	0.57	TraesCS5B02G145900
GO:0046112	BP	e	nucleobase biosynthetic process	1/180	50/269428	0.0329	7	1	1	1	1	0.58	TraesCS3D02G493700
GO:0009908	BP	e	flower development            	1/180	54/269428	0.0354	6	1	1	1	1	0.618	TraesCS4B02G311100
GO:0042398	BP	e	cellular modified amino acid biosynthetic process	1/180	54/269428	0.0354	5	1	1	1	1	0.618	TraesCS7A02G442500
GO:0009628	BP	e	response to abiotic stimulus  	3/180	1069/269428	0.0355	2	3	1	1	1	0.618	TraesCS2D02G525900, TraesCS5A02G375000, TraesCS5B02G376900
GO:0044242	BP	e	cellular lipid catabolic process	1/180	56/269428	0.0367	5	1	1	1	1	0.636	TraesCS7B02G044200
GO:0006875	BP	e	cellular metal ion homeostasis	1/180	57/269428	0.0374	8	1	1	1	1	0.646	TraesCS3A02G313200
GO:0000302	BP	e	response to reactive oxygen species	1/180	58/269428	0.038	4	1	1	1	1	0.65	TraesCS5B02G145900
GO:0042558	BP	e	pteridine-containing compound metabolic process	1/180	58/269428	0.038	4	1	1	1	1	0.65	TraesCS2D02G493600
GO:0005985	BP	e	sucrose metabolic process     	1/180	58/269428	0.038	6	1	1	1	1	0.65	TraesCS1B02G107600
GO:0009699	BP	e	phenylpropanoid biosynthetic process	1/180	59/269428	0.0387	5	1	1	1	1	0.657	TraesCS6A02G173700
GO:0015748	BP	e	organophosphate ester transport	1/180	61/269428	0.04	5	1	1	1	1	0.677	TraesCS4A02G130300
GO:0043902	BP	e	positive regulation of multi-organism process	1/180	62/269428	0.0406	4	1	1	1	1	0.683	TraesCS3A02G537600
GO:0030003	BP	e	cellular cation homeostasis   	1/180	62/269428	0.0406	7	1	1	1	1	0.683	TraesCS3A02G313200
GO:0090567	BP	e	reproductive shoot system development	1/180	63/269428	0.0412	5	1	1	1	1	0.688	TraesCS4B02G311100
