##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Protein export	KEGG PATHWAY	osa03060	4	54	0.12428367036	0.218647197855	4349809|4324478|4325387|4345097	http://www.genome.jp/kegg-bin/show_pathway?osa03060/osa:4345097%09red/osa:4349809%09red/osa:4325387%09red/osa:4324478%09red
Flavonoid biosynthesis	KEGG PATHWAY	osa00941	2	18	0.139932426146	0.241701463343	4348304|4336306	http://www.genome.jp/kegg-bin/show_pathway?osa00941/osa:4348304%09red/osa:4336306%09red
Tyrosine metabolism	KEGG PATHWAY	osa00350	3	38	0.152477850181	0.258667781556	4339281|4339844|4344636	http://www.genome.jp/kegg-bin/show_pathway?osa00350/osa:4344636%09red/osa:4339281%09red/osa:4339844%09red
Isoquinoline alkaloid biosynthesis	KEGG PATHWAY	osa00950	2	21	0.174970882685	0.291618137809	4339281|4344636	http://www.genome.jp/kegg-bin/show_pathway?osa00950/osa:4344636%09red/osa:4339281%09red
C5-Branched dibasic acid metabolism	KEGG PATHWAY	osa00660	1	5	0.182347033638	0.295991111433	4328147	http://www.genome.jp/kegg-bin/show_pathway?osa00660/osa:4328147%09red
Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG PATHWAY	osa00400	3	42	0.185022278823	0.295991111433	4343946|4331468|4334640	http://www.genome.jp/kegg-bin/show_pathway?osa00400/osa:4331468%09red/osa:4334640%09red/osa:4343946%09red
Propanoate metabolism	KEGG PATHWAY	osa00640	2	22	0.186941754589	0.295991111433	4326136|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00640/osa:4326136%09red/osa:4326980%09red
Oxidative phosphorylation	KEGG PATHWAY	osa00190	7	137	0.19907273058	0.306966591174	4330852|4343366|4341645|4339546|4344058|4330457|4324151	http://www.genome.jp/kegg-bin/show_pathway?osa00190/osa:4330457%09red/osa:4344058%09red/osa:4343366%09red/osa:4339546%09red/osa:4330852%09red/osa:4324151%09red/osa:4341645%09red
Aminoacyl-tRNA biosynthesis	KEGG PATHWAY	osa00970	6	113	0.200336091082	0.306966591174	4352408|4348211|4326551|4330908|4347821|4339847	http://www.genome.jp/kegg-bin/show_pathway?osa00970/osa:4347821%09red/osa:4339847%09red/osa:4352408%09red/osa:4326551%09red/osa:4330908%09red/osa:4348211%09red
Sesquiterpenoid and triterpenoid biosynthesis	KEGG PATHWAY	osa00909	1	7	0.235422221301	0.355001762279	4332152	http://www.genome.jp/kegg-bin/show_pathway?osa00909/osa:4332152%09red
Diterpenoid biosynthesis	KEGG PATHWAY	osa00904	2	27	0.248042315025	0.368187811366	4334841|4339885	http://www.genome.jp/kegg-bin/show_pathway?osa00904/osa:4339885%09red/osa:4334841%09red
Nitrogen metabolism	KEGG PATHWAY	osa00910	2	28	0.260386606881	0.369585041618	4326583|4337272	http://www.genome.jp/kegg-bin/show_pathway?osa00910/osa:4337272%09red/osa:4326583%09red
Glycosaminoglycan degradation	KEGG PATHWAY	osa00531	1	8	0.260654713562	0.369585041618	4326815	http://www.genome.jp/kegg-bin/show_pathway?osa00531/osa:4326815%09red
Glycosphingolipid biosynthesis - globo series	KEGG PATHWAY	osa00603	1	8	0.260654713562	0.369585041618	4348988	http://www.genome.jp/kegg-bin/show_pathway?osa00603/osa:4348988%09red
Riboflavin metabolism	KEGG PATHWAY	osa00740	1	9	0.285055244785	0.39823894492	4339017	http://www.genome.jp/kegg-bin/show_pathway?osa00740/osa:4339017%09red
Biosynthesis of unsaturated fatty acids	KEGG PATHWAY	osa01040	2	34	0.334101625341	0.459994991412	4324516|4330523	http://www.genome.jp/kegg-bin/show_pathway?osa01040/osa:4324516%09red/osa:4330523%09red
Sulfur metabolism	KEGG PATHWAY	osa00920	2	35	0.346220575915	0.469870781599	4343582|4343581	http://www.genome.jp/kegg-bin/show_pathway?osa00920/osa:4343582%09red/osa:4343581%09red
Stilbenoid, diarylheptanoid and gingerol biosynthesis	KEGG PATHWAY	osa00945	1	12	0.35353465456	0.473039326523	4336306	http://www.genome.jp/kegg-bin/show_pathway?osa00945/osa:4336306%09red
alpha-Linolenic acid metabolism	KEGG PATHWAY	osa00592	2	39	0.39387627049	0.507745153289	4333862|4352505	http://www.genome.jp/kegg-bin/show_pathway?osa00592/osa:4352505%09red/osa:4333862%09red
Valine, leucine and isoleucine biosynthesis	KEGG PATHWAY	osa00290	1	14	0.395506750983	0.507745153289	4328147	http://www.genome.jp/kegg-bin/show_pathway?osa00290/osa:4328147%09red
Zeatin biosynthesis	KEGG PATHWAY	osa00908	1	14	0.395506750983	0.507745153289	4327887	http://www.genome.jp/kegg-bin/show_pathway?osa00908/osa:4327887%09red
Nicotinate and nicotinamide metabolism	KEGG PATHWAY	osa00760	1	15	0.415460495752	0.526249961286	4335862	http://www.genome.jp/kegg-bin/show_pathway?osa00760/osa:4335862%09red
Selenocompound metabolism	KEGG PATHWAY	osa00450	1	16	0.434756186213	0.53638750247	4344159	http://www.genome.jp/kegg-bin/show_pathway?osa00450/osa:4344159%09red
Taurine and hypotaurine metabolism	KEGG PATHWAY	osa00430	1	16	0.434756186213	0.53638750247	4333932	http://www.genome.jp/kegg-bin/show_pathway?osa00430/osa:4333932%09red
Purine metabolism	KEGG PATHWAY	osa00230	5	130	0.460791152428	0.561219993342	4339815|4333895|4344470|4341777|4333815	http://www.genome.jp/kegg-bin/show_pathway?osa00230/osa:4333815%09red/osa:4339815%09red/osa:4333895%09red/osa:4341777%09red/osa:4344470%09red
2-Oxocarboxylic acid metabolism	KEGG PATHWAY	osa01210	2	46	0.473103156934	0.568921517831	4342210|4328147	http://www.genome.jp/kegg-bin/show_pathway?osa01210/osa:4342210%09red/osa:4328147%09red
Biotin metabolism	KEGG PATHWAY	osa00780	1	20	0.505781482452	0.593200504111	4335962	http://www.genome.jp/kegg-bin/show_pathway?osa00780/osa:4335962%09red
Folate biosynthesis	KEGG PATHWAY	osa00790	1	20	0.505781482452	0.593200504111	4349049	http://www.genome.jp/kegg-bin/show_pathway?osa00790/osa:4349049%09red
Citrate cycle (TCA cycle)	KEGG PATHWAY	osa00020	2	51	0.525720472271	0.608312958639	4334274|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00020/osa:4334274%09red/osa:4326980%09red
Sphingolipid metabolism	KEGG PATHWAY	osa00600	1	22	0.537876721323	0.608312958639	4348988	http://www.genome.jp/kegg-bin/show_pathway?osa00600/osa:4348988%09red
Ether lipid metabolism	KEGG PATHWAY	osa00565	1	22	0.537876721323	0.608312958639	4333862	http://www.genome.jp/kegg-bin/show_pathway?osa00565/osa:4333862%09red
Steroid biosynthesis	KEGG PATHWAY	osa00100	1	26	0.59595477552	0.666067102052	4332152	http://www.genome.jp/kegg-bin/show_pathway?osa00100/osa:4332152%09red
Glycerophospholipid metabolism	KEGG PATHWAY	osa00564	2	71	0.698865147602	0.76583986824	4333862|4339242	http://www.genome.jp/kegg-bin/show_pathway?osa00564/osa:4333862%09red/osa:4339242%09red
Phenylalanine metabolism	KEGG PATHWAY	osa00360	1	35	0.701348089862	0.76583986824	4330407	http://www.genome.jp/kegg-bin/show_pathway?osa00360/osa:4330407%09red
Pyrimidine metabolism	KEGG PATHWAY	osa00240	3	110	0.724661768327	0.782305318081	4338981|4339815|4344159	http://www.genome.jp/kegg-bin/show_pathway?osa00240/osa:4339815%09red/osa:4338981%09red/osa:4344159%09red
Phagosome	KEGG PATHWAY	osa04145	2	77	0.739411137318	0.78925907916	4328116|4345097	http://www.genome.jp/kegg-bin/show_pathway?osa04145/osa:4345097%09red/osa:4328116%09red
Cysteine and methionine metabolism	KEGG PATHWAY	osa00270	2	96	0.838272273038	0.884842954874	4352747|4334274	http://www.genome.jp/kegg-bin/show_pathway?osa00270/osa:4334274%09red/osa:4352747%09red
Ubiquitin mediated proteolysis	KEGG PATHWAY	osa04120	2	109	0.884882690737	0.922850427672	4330868|4331448	http://www.genome.jp/kegg-bin/show_pathway?osa04120/osa:4330868%09red/osa:4331448%09red
Plant-pathogen interaction	KEGG PATHWAY	osa04626	2	112	0.893707782588	0.922850427672	4339397|4328006	http://www.genome.jp/kegg-bin/show_pathway?osa04626/osa:4339397%09red/osa:4328006%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	osa04141	3	189	0.954391755775	0.974916309663	4343386|4325695|4345097	http://www.genome.jp/kegg-bin/show_pathway?osa04141/osa:4345097%09red/osa:4325695%09red/osa:4343386%09red
Endocytosis	KEGG PATHWAY	osa04144	1	127	0.986473009497	0.993554785739	4344166	http://www.genome.jp/kegg-bin/show_pathway?osa04144/osa:4344166%09red
RNA transport	KEGG PATHWAY	osa03013	1	149	0.993554785739	0.993554785739	4339216	http://www.genome.jp/kegg-bin/show_pathway?osa03013/osa:4339216%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
