##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Spliceosome	KEGG PATHWAY	osa03040	6	185	0.394679746655	0.476520870025	4332413|4351208|4347985|4334598|4331222|4332420	http://www.genome.jp/kegg-bin/show_pathway?osa03040/osa:4347985%09red/osa:4331222%09red/osa:4334598%09red/osa:4351208%09red/osa:4332420%09red/osa:4332413%09red
Flavonoid biosynthesis	KEGG PATHWAY	osa00941	1	18	0.399662665182	0.476520870025	4340240	http://www.genome.jp/kegg-bin/show_pathway?osa00941/osa:4340240%09red
Biotin metabolism	KEGG PATHWAY	osa00780	1	20	0.431067452699	0.507459153177	4348791	http://www.genome.jp/kegg-bin/show_pathway?osa00780/osa:4348791%09red
Isoquinoline alkaloid biosynthesis	KEGG PATHWAY	osa00950	1	21	0.446149008394	0.518648222258	4325621	http://www.genome.jp/kegg-bin/show_pathway?osa00950/osa:4325621%09red
Ether lipid metabolism	KEGG PATHWAY	osa00565	1	22	0.460831233986	0.52910252791	4334641	http://www.genome.jp/kegg-bin/show_pathway?osa00565/osa:4334641%09red
Circadian rhythm - plant	KEGG PATHWAY	osa04712	1	24	0.489039661112	0.54796010221	4350698	http://www.genome.jp/kegg-bin/show_pathway?osa04712/osa:4350698%09red
Fatty acid elongation	KEGG PATHWAY	osa00062	1	24	0.489039661112	0.54796010221	4328676	http://www.genome.jp/kegg-bin/show_pathway?osa00062/osa:4328676%09red
Steroid biosynthesis	KEGG PATHWAY	osa00100	1	26	0.515773920564	0.571035412054	4334492	http://www.genome.jp/kegg-bin/show_pathway?osa00100/osa:4334492%09red
Carotenoid biosynthesis	KEGG PATHWAY	osa00906	1	27	0.528612444614	0.578364204107	4331152	http://www.genome.jp/kegg-bin/show_pathway?osa00906/osa:4331152%09red
Glycerophospholipid metabolism	KEGG PATHWAY	osa00564	2	71	0.579593202655	0.626769393569	4334641|4326817	http://www.genome.jp/kegg-bin/show_pathway?osa00564/osa:4334641%09red/osa:4326817%09red
N-Glycan biosynthesis	KEGG PATHWAY	osa00510	1	34	0.609449405455	0.651480398935	4329853	http://www.genome.jp/kegg-bin/show_pathway?osa00510/osa:4329853%09red
Mismatch repair	KEGG PATHWAY	osa03430	1	40	0.667620989049	0.705553999791	4327899	http://www.genome.jp/kegg-bin/show_pathway?osa03430/osa:4327899%09red
Oxidative phosphorylation	KEGG PATHWAY	osa00190	3	137	0.720535416547	0.752919030774	4327412|4337476|4327833	http://www.genome.jp/kegg-bin/show_pathway?osa00190/osa:4327412%09red/osa:4327833%09red/osa:4337476%09red
Pentose phosphate pathway	KEGG PATHWAY	osa00030	1	51	0.752722007388	0.777812740968	4344683	http://www.genome.jp/kegg-bin/show_pathway?osa00030/osa:4344683%09red
Fructose and mannose metabolism	KEGG PATHWAY	osa00051	1	58	0.795156404484	0.812632369418	4324962	http://www.genome.jp/kegg-bin/show_pathway?osa00051/osa:4324962%09red
RNA degradation	KEGG PATHWAY	osa03018	1	97	0.928294537981	0.938384696002	4330120	http://www.genome.jp/kegg-bin/show_pathway?osa03018/osa:4330120%09red
Ubiquitin mediated proteolysis	KEGG PATHWAY	osa04120	1	109	0.948099593799	0.948099593799	4346713	http://www.genome.jp/kegg-bin/show_pathway?osa04120/osa:4346713%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
